pattern_id,predicate,sup,card_class,acc_exact_match%,acc_edit_sim%,acc_jaccard_sim%,acc_rouge_l%,acc_bleu%,acc_bert_cosine%,n_q
P1,starring,60547,few,0.0,0.05,1.075,0.35,0.05,1.1,4000
P1,starring,60547,many,0.0,0.0,0.0,0.0,0.0,0.0,9
P1,starring,60547,single,5.965909090909091,6.224173553719008,6.8181818181818175,6.740702479338843,0.1807851239669421,6.921487603305786,3872
P10,narrator,1897,few,0.0,0.0,0.0,0.0,0.0,0.0,221
P10,narrator,1897,many,0.0,0.0,0.0,0.0,0.0,0.0,11
P10,narrator,1897,single,2.5482625482625485,2.5482625482625485,3.011583011583012,2.857142857142857,0.0,2.857142857142857,1295
P11,showJudge,886,few,0.0,0.0,0.4524886877828055,0.4524886877828055,0.0,0.904977375565611,221
P11,showJudge,886,many,0.0,0.0,0.0,0.0,0.0,0.0,2
P11,showJudge,886,single,3.1390134529147984,3.587443946188341,3.1390134529147984,3.1390134529147984,0.0,3.1390134529147984,223
P11,storyEditor,27,few,0.0,0.0,0.0,0.0,0.0,0.0,108
P11,storyEditor,27,many,0.0,0.0,0.0,0.0,0.0,0.0,115
P11,storyEditor,27,single,0.4484304932735426,0.4484304932735426,0.4484304932735426,0.4484304932735426,0.0,0.4484304932735426,223
P12,creativeDirector,192,few,0.0,0.0,0.0,0.0,0.0,0.0,9
P12,creativeDirector,192,many,0.0,0.0,0.0,0.0,0.0,0.0,1
P12,creativeDirector,192,single,0.591715976331361,0.591715976331361,1.183431952662722,0.591715976331361,0.0,0.591715976331361,169
P2,director,8321,few,0.0892060660124888,0.1784121320249777,0.4460303300624442,0.4460303300624442,0.1784121320249777,0.6244424620874219,1121
P2,director,8321,many,0.0,0.0,0.0,0.0,0.0,0.0,5
P2,director,8321,single,2.15,2.325,2.55,2.7,0.15,2.6,4000
P3,executiveProducer,7193,few,0.24330900243309,0.5474452554744526,0.97323600973236,1.2773722627737227,0.3041362530413625,1.6423357664233578,1644
P3,executiveProducer,7193,many,0.0,0.0,0.0,0.0,0.0,0.0,14
P3,executiveProducer,7193,single,3.5676810073452256,3.917453655124169,4.267226302903112,4.197271773347324,0.0699545295557887,4.372158097236796,2859
P4,presenter,6955,few,0.0,0.5200594353640415,0.9658246656760772,0.8915304606240713,0.0742942050520059,1.040118870728083,1346
P4,presenter,6955,many,0.0,0.0,0.0,0.0,0.0,0.0,2
P4,presenter,6955,single,13.4785568413887,14.26140231449966,15.486725663716811,15.452688904016338,0.1701837985023825,15.656909462219197,2938
P5,creator,6755,few,0.5524861878453038,1.841620626151013,4.972375690607735,3.314917127071823,1.0128913443830572,5.248618784530387,1086
P5,creator,6755,many,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,6
P5,creator,6755,single,6.275,7.074999999999999,7.9,7.85,0.5,7.9,4000
P6,voice,6364,few,0.0,0.0,0.2654867256637168,0.0884955752212389,0.0,0.1769911504424778,1130
P6,voice,6364,many,0.0,0.0,0.0,0.0,0.0,0.0,6
P6,voice,6364,single,2.181818181818182,2.181818181818182,2.181818181818182,2.181818181818182,0.0,2.181818181818182,275
P7,producer,4764,few,0.2372479240806643,0.3558718861209964,1.1862396204033214,0.7117437722419928,0.2372479240806643,1.542111506524318,843
P7,producer,4764,many,0.0,0.0,0.0,0.0,0.0,33.33333333333333,3
P7,producer,4764,single,1.8557422969187676,1.96078431372549,2.415966386554622,2.2058823529411766,0.1400560224089636,2.2408963585434174,2856
P8,author,4612,few,0.3759398496240601,0.6265664160401002,1.2531328320802004,1.0025062656641603,0.5012531328320802,1.2531328320802004,798
P8,author,4612,many,0.0,0.0,0.0,0.0,0.0,0.0,4
P8,author,4612,single,3.3712428919577575,3.5337124289195776,4.0211210398050365,3.9805036555645814,0.2437043054427295,3.858651502843217,2462
P9,composer,2771,few,0.0,0.0,0.3802281368821292,0.3802281368821292,0.0,0.3802281368821292,263
P9,composer,2771,many,0.0,0.0,0.0,0.0,0.0,0.0,2
P9,composer,2771,single,0.7906976744186046,0.7906976744186046,0.9767441860465116,0.9767441860465116,0.0465116279069767,0.9302325581395348,2150
