metric,group,elasticity
exact_match,single,1.9883193960544217
exact_match,few,0.0590040637180245
exact_match,many,-0.0
exact_match,few+many,0.027668765096394
edit_sim,single,2.1114482633497156
edit_sim,few,0.1809873265740611
edit_sim,many,-0.0
edit_sim,few+many,0.0863027416804195
jaccard_sim,single,2.293571742695225
jaccard_sim,few,0.5702366870082581
jaccard_sim,many,2.7842151248225284
jaccard_sim,few+many,1.747636342704168
rouge_l,single,2.3601626317942648
rouge_l,few,0.3623671763839662
rouge_l,many,-0.0
rouge_l,few+many,0.1707852340289243
bleu,single,0.082212520457308
bleu,few,0.1030556607576102
bleu,many,-0.0
bleu,few+many,0.0491044737231045
bert_cosine,single,2.4017059765456708
bert_cosine,few,0.6130257426668153
bert_cosine,many,2.0560774251593923
bert_cosine,few+many,1.4368760282190722
