pattern_id,predicate,sup,card_class,acc_exact_match%,acc_edit_sim%,acc_jaccard_sim%,acc_rouge_l%,acc_bleu%,acc_bert_cosine%,n_q
P1,starring,60547,few,0.125,0.175,0.525,0.25,0.1,0.625,4000
P1,starring,60547,many,0.0,0.0,0.0,0.0,0.0,0.0,9
P1,starring,60547,single,5.371900826446281,5.3977272727272725,5.9400826446281,5.707644628099173,0.1291322314049587,5.65599173553719,3872
P10,narrator,1897,few,0.0,0.0,0.0,0.0,0.0,0.0,221
P10,narrator,1897,many,0.0,0.0,0.0,0.0,0.0,0.0,11
P10,narrator,1897,single,2.5482625482625485,2.5482625482625485,2.6254826254826256,2.5482625482625485,0.2316602316602316,2.5482625482625485,1295
P11,showJudge,886,few,0.0,0.0,1.3574660633484164,0.0,0.0,1.3574660633484164,221
P11,showJudge,886,many,0.0,0.0,0.0,0.0,0.0,0.0,2
P11,showJudge,886,single,0.8968609865470852,1.345291479820628,0.8968609865470852,0.8968609865470852,0.0,0.8968609865470852,223
P11,storyEditor,27,few,0.0,0.0,0.0,0.0,0.0,0.0,108
P11,storyEditor,27,many,0.0,0.0,0.0,0.0,0.0,0.0,115
P11,storyEditor,27,single,0.4484304932735426,0.4484304932735426,0.4484304932735426,0.4484304932735426,0.0,0.4484304932735426,223
P12,creativeDirector,192,few,0.0,0.0,0.0,0.0,0.0,0.0,9
P12,creativeDirector,192,many,0.0,0.0,0.0,0.0,0.0,0.0,1
P12,creativeDirector,192,single,0.591715976331361,0.591715976331361,0.591715976331361,0.591715976331361,0.0,0.591715976331361,169
P2,director,8321,few,0.0892060660124888,0.3568242640499554,0.4460303300624442,0.3568242640499554,0.0892060660124888,0.3568242640499554,1121
P2,director,8321,many,0.0,0.0,0.0,0.0,0.0,0.0,5
P2,director,8321,single,0.625,0.625,0.65,0.675,0.025,0.65,4000
P3,executiveProducer,7193,few,0.0,0.364963503649635,0.7299270072992701,0.7907542579075426,0.0608272506082725,0.6690997566909975,1644
P3,executiveProducer,7193,many,0.0,0.0,0.0,0.0,0.0,0.0,14
P3,executiveProducer,7193,single,1.6439314445610351,1.6439314445610351,1.9237495627841903,1.713885974116824,0.0699545295557887,1.888772298006296,2859
P4,presenter,6955,few,0.0742942050520059,0.5943536404160475,1.188707280832095,0.8172362555720655,0.0742942050520059,0.9658246656760772,1346
P4,presenter,6955,many,0.0,0.0,0.0,0.0,0.0,0.0,2
P4,presenter,6955,single,11.402314499659632,11.50442477876106,12.69571136827774,12.253233492171544,0.136147038801906,12.049012933968688,2938
P5,creator,6755,few,0.6445672191528545,1.1970534069981584,2.9465930018416207,1.7495395948434622,0.7366482504604052,3.0386740331491713,1086
P5,creator,6755,many,0.0,0.0,33.33333333333333,0.0,0.0,33.33333333333333,6
P5,creator,6755,single,4.3999999999999995,4.425,5.025,4.825,0.35,4.725,4000
P6,voice,6364,few,0.0,0.0,0.2654867256637168,0.0,0.0,0.0884955752212389,1130
P6,voice,6364,many,0.0,0.0,0.0,0.0,0.0,0.0,6
P6,voice,6364,single,1.4545454545454546,1.4545454545454546,1.4545454545454546,1.4545454545454546,0.0,1.4545454545454546,275
P7,producer,4764,few,0.0,0.3558718861209964,2.135231316725979,0.5931198102016607,0.0,1.542111506524318,843
P7,producer,4764,many,0.0,0.0,0.0,0.0,0.0,0.0,3
P7,producer,4764,single,0.6302521008403361,0.6302521008403361,0.7703081232492998,0.7352941176470588,0.0,0.700280112044818,2856
P8,author,4612,few,0.0,0.12531328320802,0.5012531328320802,0.2506265664160401,0.0,0.5012531328320802,798
P8,author,4612,many,0.0,0.0,0.0,0.0,0.0,0.0,4
P8,author,4612,single,2.761982128350934,2.761982128350934,3.290008123476848,3.127538586515029,0.2843216896831844,2.924451665312754,2462
P9,composer,2771,few,0.0,0.0,0.3802281368821292,0.0,0.0,0.0,263
P9,composer,2771,many,0.0,0.0,0.0,0.0,0.0,0.0,2
P9,composer,2771,single,0.7441860465116279,0.7441860465116279,0.7441860465116279,0.7441860465116279,0.0,0.7441860465116279,2150
