metric,group,elasticity
exact_match,single,10.145024292671962
exact_match,few,1.7368582670816184
exact_match,many,
exact_match,few+many,0.868429133540809
edit_sim,single,11.08845209694466
edit_sim,few,1.8333503930305972
edit_sim,many,
edit_sim,few+many,0.9166751965152984
jaccard_sim,single,11.26542508631158
jaccard_sim,few,4.438637793653025
jaccard_sim,many,
jaccard_sim,few+many,2.219318896826512
rouge_l,single,11.58351671733734
rouge_l,few,3.859685037959152
rouge_l,many,
rouge_l,few+many,1.9298425189795745
bleu,single,2.0725892675976207
bleu,few,2.026334644928555
bleu,many,
bleu,few+many,1.0131673224642768
bert_cosine,single,11.499411020652614
bert_cosine,few,9.359736217050946
bert_cosine,many,
bert_cosine,few+many,4.67986810852547
