Index,pattern_id,predicate,sup,card_class,pr_quartile,question,answer,model_answer,verdict_exact_match,verdict_edit_sim,verdict_jaccard_sim,verdict_rouge_l,verdict_bleu,verdict_bert_cosine,exact_match,edit_sim,jaccard_sim,rouge_l,bleu,bert_cosine
0,P1,author,19810,single,Q4,"Who is the author of the book ""Reincarnation (novel)""?",Suzanne Weyn,Katie Fforde,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0833333333333333,0.0,0.0,0.0,0.5280618667602539
1,P1,author,19810,single,Q4,"Who is the author of the book ""The Mysteries of Udolpho""?",Ann Radcliffe,Ann Radcliffe,correct,correct,correct,correct,hallucination,correct,1,1.0,1.0,1.0,0.316227766016838,0.9999999403953552
2,P1,author,19810,single,Q4,"Who is the author of the book ""I riddarnas spår""?",Margit Sandemo,"Peter Hedlund, Pelle Hedlund",hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1428571428571429,0.0,0.0,0.0,0.220547467470169
3,P1,author,19810,single,Q4,"Who is the author of the book ""Over Sea, Under Stone""?",Susan Cooper,Susan Cooper,correct,correct,correct,correct,hallucination,correct,1,1.0,1.0,1.0,0.316227766016838,1.0
4,P1,author,19810,single,Q4,"Who is the author of the book ""Venus as a Boy (novella)""?",Luke Sutherland,Jeffrey Eugenides,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1764705882352941,0.0,0.0,0.0,0.3084452748298645
5,P1,author,19810,single,Q4,"Who is the author of the book ""Blood, Sweat & Tea""?",Tom Reynolds (EMT),James R. Riley,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1666666666666666,0.0,0.0,0.0,0.3592773079872131
6,P1,author,19810,single,Q4,"Who is the author of the book ""The Fortunate Pilgrim""?",Mario Puzo,Mario Puzo,correct,correct,correct,correct,hallucination,correct,1,1.0,1.0,1.0,0.316227766016838,1.0000001192092896
7,P1,author,19810,single,Q4,"Who is the author of the book ""Providence: The Story of a Fifty-Year Vision Quest""?",Daniel Quinn,David R. Henson,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3333333333333333,0.0,0.0,0.0,0.3165729641914367
8,P1,author,19810,single,Q4,"Who is the author of the book ""Tales from the Secret Annex""?",Anne Frank,Miep Gies,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0999999999999999,0.0,0.0,0.0,0.1675634235143661
9,P1,author,19810,single,Q4,"Who is the author of the book ""A Son of the People""?",Emma Orczy,J. E. Denton,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0833333333333333,0.0,0.0,0.0,0.1938709020614624
