Index,pattern_id,predicate,sup,card_class,pr_quartile,question,answer,model_answer,verdict_exact_match,verdict_edit_sim,verdict_jaccard_sim,verdict_rouge_l,verdict_bleu,verdict_bert_cosine,exact_match,edit_sim,jaccard_sim,rouge_l,bleu,bert_cosine
0,P1,author,19810,single,Q4,What book has Raymond Moody written?,Life After Life (book),Life After Life,hallucination,hallucination,correct,correct,hallucination,hallucination,0,0.6818181818181819,0.6666666666666666,0.8571428571428571,0.4029351667284422,0.8120937347412109
1,P1,author,19810,single,Q4,What book has Anne Desclos written?,Story of O,Annie Cohen-Solal,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1176470588235294,0.0,0.0,0.0,0.1463414579629898
2,P1,author,19810,single,Q4,What book has R. J. Yeatman written?,1066 and All That,The Collapse of Cottonwood,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1153846153846154,0.0,0.0,0.0,0.062584638595581
3,P1,author,19810,single,Q4,What book has Iris Chang written?,The Rape of Nanking (book),The Rape of Nanking,hallucination,hallucination,correct,correct,correct,correct,0,0.7307692307692308,0.8,0.888888888888889,0.7788007830714049,0.9321401715278624
4,P1,author,19810,single,Q4,What book has Joan Lindsay written?,Picnic at Hanging Rock (novel),Picnic at Hanging Rock,hallucination,hallucination,correct,correct,correct,correct,0,0.7333333333333334,0.8,0.888888888888889,0.7788007830714049,0.8724818229675293
5,P1,author,19810,single,Q4,What book has Walter Lord written?,A Night to Remember (book),The Night Lives On,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2692307692307693,0.125,0.2222222222222222,0.0625710681815915,0.5783352851867676
6,P1,author,19810,single,Q4,What book has Robert W. Chambers written?,The King in Yellow,The King in Yellow,correct,correct,correct,correct,correct,correct,1,1.0,1.0,1.0,1.0,1.0
7,P1,author,19810,single,Q4,What book has William H. Armstrong written?,Sounder,Sounder,correct,correct,correct,correct,hallucination,correct,1,1.0,1.0,1.0,0.1778279410038923,1.0000001192092896
8,P1,author,19810,single,Q4,What book has Craig Harrison (writer) written?,The Quiet Earth,The Rogue Batsman,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3529411764705882,0.2,0.3333333333333333,0.1136219366467499,0.1609250754117965
9,P1,author,19810,single,Q4,What book has Grace Llewellyn written?,The Teenage Liberation Handbook,The Ethical Hacker,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2903225806451612,0.1666666666666666,0.2857142857142857,0.0814136751754278,0.1296330243349075
10,P1,author,19810,single,Q4,What book has Muriel Denison written?,Susannah of the Mounties,The Nameless Place,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.125,0.0,0.2857142857142857,0.0,0.2216728627681732
11,P1,author,19810,single,Q4,What book has Satyam Sankaramanchi written?,Amaravati Kathalu,The Silent Patient,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1666666666666666,0.0,0.0,0.0,0.1636696457862854
12,P1,author,19810,single,Q4,What book has Stella Gibbons written?,Cold Comfort Farm,Cold Comfort Farm,correct,correct,correct,correct,correct,correct,1,1.0,1.0,1.0,0.5623413251903491,1.0
13,P1,author,19810,single,Q4,What book has Mika Waltari written?,The Egyptian,"Sinuhe, the Egyptian",hallucination,hallucination,hallucination,correct,hallucination,hallucination,0,0.55,0.25,0.8,0.1136219366467499,0.7926417589187622
14,P1,author,19810,single,Q4,What book has Ellen Glasgow written?,Virginia (novel),Virginia,hallucination,hallucination,correct,hallucination,hallucination,hallucination,0,0.5,0.5,0.6666666666666666,0.0654192435611801,0.6431627869606018
